login_hour,login_day,is_new_device,is_new_location,is_new_browser,failed_attempts_before,login_frequency,session_duration,typing_speed,mouse_entropy,pages_visited,actions_per_minute,time_since_last_login,is_vpn,country_change,device_type_encoded,hour_sin,hour_cos,is_hijacked
16,3,0,0,0,0,4.62,115.27,32.72,0.3949,17,3.06,26.3,1,0,0,-0.8660254037844385,-0.5000000000000004,0
11,6,0,0,0,1,0.93,74.11,51.52,0.4627,8,8.81,14.86,0,0,1,0.258819045102521,-0.9659258262890682,0
23,1,0,0,0,0,2.89,17.56,34.54,0.363,20,7.52,46.64,0,0,1,-0.25881904510252157,0.9659258262890681,0
15,1,0,0,0,0,3.75,12.47,53.06,0.3532,2,3.92,8.15,0,0,1,-0.7071067811865471,-0.7071067811865479,0
18,0,0,0,0,0,2.66,88.26,78.01,0.4411,22,5.91,36.46,0,0,0,-1.0,-1.8369701987210297e-16,0
8,3,0,0,1,0,3.44,66.64,58.21,0.6858,23,2.63,29.89,0,0,1,0.8660254037844387,-0.4999999999999998,0
11,4,0,0,0,0,2.82,60.34,43.24,0.3738,21,6.01,0.91,0,0,0,0.258819045102521,-0.9659258262890682,0
13,3,1,1,1,1,0.61,10.01,149.04,0.1184,2,37.01,117.26,1,0,1,-0.2588190451025208,-0.9659258262890683,1
17,1,0,0,0,0,3.87,116.16,46.9,0.5703,14,8.26,7.15,0,0,1,-0.9659258262890683,-0.25881904510252063,0
8,5,0,0,0,0,3.51,27.71,51.92,0.6358,4,6.91,31.85,0,0,1,0.8660254037844387,-0.4999999999999998,0
13,0,0,0,0,0,4.52,102.18,63.18,0.5357,16,8.29,33.54,0,0,1,-0.2588190451025208,-0.9659258262890683,0
8,0,0,0,0,0,3.1,109.62,75.47,0.4041,20,8.0,29.05,0,0,2,0.8660254037844387,-0.4999999999999998,0
13,0,0,0,0,1,1.83,43.42,71.28,0.451,19,9.72,47.41,0,0,0,-0.2588190451025208,-0.9659258262890683,0
11,1,0,0,0,0,2.94,112.72,66.7,0.3939,29,8.81,26.69,0,0,0,0.258819045102521,-0.9659258262890682,0
19,5,0,0,0,0,4.07,81.68,44.84,0.6144,24,2.75,14.97,0,0,0,-0.9659258262890684,0.2588190451025203,0
1,3,1,1,1,5,0.18,8.1,105.26,0.2305,5,49.24,685.17,1,1,1,0.25881904510252074,0.9659258262890683,1
23,5,0,0,1,0,0.75,70.26,49.56,0.501,19,8.52,1.63,0,0,0,-0.25881904510252157,0.9659258262890681,0
9,6,0,0,1,0,1.2,99.26,44.34,0.3604,12,5.91,20.47,0,0,1,0.7071067811865476,-0.7071067811865475,0
12,2,0,0,0,0,4.77,104.56,45.76,0.6099,29,3.63,39.82,0,0,0,1.2246467991473532e-16,-1.0,0
14,1,0,0,0,0,4.08,46.07,78.84,0.5382,26,8.44,25.98,0,0,0,-0.4999999999999997,-0.8660254037844388,0
16,0,0,0,0,0,4.91,35.97,69.87,0.5728,5,8.36,8.91,0,0,0,-0.8660254037844385,-0.5000000000000004,0
16,4,0,0,0,2,4.69,93.37,74.02,0.3171,9,6.2,13.02,0,0,1,-0.8660254037844385,-0.5000000000000004,0
14,3,0,0,0,0,4.66,63.2,75.19,0.481,9,3.72,9.25,0,0,1,-0.4999999999999997,-0.8660254037844388,0
17,4,0,0,0,0,4.91,38.4,37.89,0.4728,13,6.89,3.48,0,0,1,-0.9659258262890683,-0.25881904510252063,0
3,4,1,1,1,3,0.96,8.76,70.8,0.2031,1,14.99,556.46,0,1,0,0.7071067811865476,0.7071067811865476,1
10,5,0,0,0,0,3.67,112.38,45.02,0.5523,9,9.23,3.61,0,0,0,0.49999999999999994,-0.8660254037844387,0
7,4,0,0,0,0,1.43,115.26,50.55,0.5297,28,5.32,17.57,0,0,1,0.9659258262890683,-0.25881904510252063,0
0,4,1,0,1,1,0.56,6.02,76.33,0.0907,3,35.6,183.93,1,1,1,0.0,1.0,1
1,1,0,0,1,0,1.76,58.93,77.71,0.4697,3,9.65,16.21,0,0,2,0.25881904510252074,0.9659258262890683,0
23,2,0,0,0,0,1.05,16.26,44.3,0.4149,23,5.6,18.83,0,0,1,-0.25881904510252157,0.9659258262890681,0
21,6,0,0,1,1,0.9,113.1,32.94,0.695,26,6.28,33.18,1,0,2,-0.7071067811865477,0.7071067811865474,0
14,6,0,0,0,0,3.55,89.45,52.47,0.6965,30,8.05,31.15,0,0,1,-0.4999999999999997,-0.8660254037844388,0
17,2,0,0,0,0,3.63,63.03,61.44,0.54,7,9.22,47.25,0,0,0,-0.9659258262890683,-0.25881904510252063,0
4,2,1,1,1,4,0.99,2.88,93.25,0.2089,4,35.55,637.87,1,1,2,0.8660254037844386,0.5000000000000001,1
13,1,0,0,1,0,0.96,53.88,32.35,0.3977,14,4.8,32.37,0,0,1,-0.2588190451025208,-0.9659258262890683,0
7,2,0,0,0,0,4.6,119.64,55.19,0.6185,12,5.98,26.01,0,0,1,0.9659258262890683,-0.25881904510252063,0
17,3,0,0,0,0,1.23,42.19,42.81,0.3334,29,2.89,37.62,0,0,0,-0.9659258262890683,-0.25881904510252063,0
6,3,0,0,0,0,1.95,34.97,71.94,0.583,11,8.62,8.17,0,0,2,1.0,6.123233995736766e-17,0
21,1,1,1,1,3,0.52,3.26,133.89,0.2382,3,19.84,472.4,1,1,1,-0.7071067811865477,0.7071067811865474,1
16,6,0,0,0,0,4.63,72.02,47.87,0.3162,29,7.26,47.46,0,0,0,-0.8660254037844385,-0.5000000000000004,0
19,3,0,0,0,0,4.25,21.9,41.09,0.3794,24,9.52,19.36,0,0,1,-0.9659258262890684,0.2588190451025203,0
10,6,0,0,0,0,3.5,99.93,32.98,0.5603,21,2.73,13.54,0,0,1,0.49999999999999994,-0.8660254037844387,0
17,3,0,0,0,0,4.7,110.35,69.3,0.309,20,4.23,40.61,0,0,0,-0.9659258262890683,-0.25881904510252063,0
8,4,0,1,0,0,4.31,74.12,64.78,0.361,21,9.97,39.64,1,0,0,0.8660254037844387,-0.4999999999999998,0
11,2,0,0,0,0,3.59,50.67,32.61,0.339,26,2.7,34.93,0,0,1,0.258819045102521,-0.9659258262890682,0
1,5,1,0,1,3,0.19,10.76,130.41,0.1467,2,37.79,663.17,1,0,1,0.25881904510252074,0.9659258262890683,1
23,4,0,0,0,0,3.85,94.01,55.99,0.5556,26,7.97,25.47,0,0,0,-0.25881904510252157,0.9659258262890681,0
9,5,0,0,0,0,0.99,54.61,68.02,0.355,2,3.59,19.08,0,0,1,0.7071067811865476,-0.7071067811865475,0
12,3,0,0,0,0,4.66,8.81,45.31,0.4407,7,9.87,14.95,0,0,1,1.2246467991473532e-16,-1.0,0
14,1,0,0,0,0,4.13,81.55,51.13,0.5157,22,8.23,32.61,0,0,1,-0.4999999999999997,-0.8660254037844388,0
2,2,0,0,0,0,4.44,89.22,37.0,0.4113,21,1.7,15.84,0,0,0,0.49999999999999994,0.8660254037844387,0
1,1,1,1,0,5,0.97,8.99,73.59,0.0722,3,39.81,703.57,0,1,1,0.25881904510252074,0.9659258262890683,1
18,1,0,1,1,2,0.95,6.87,81.64,0.0787,4,36.07,172.27,1,1,2,-1.0,-1.8369701987210297e-16,1
19,4,0,0,0,0,4.0,34.66,48.1,0.694,22,7.65,31.48,1,0,1,-0.9659258262890684,0.2588190451025203,0
3,6,1,0,0,0,4.19,93.79,48.25,0.4953,19,4.6,23.79,0,0,1,0.7071067811865476,0.7071067811865476,0
10,4,0,0,0,0,3.73,72.92,77.24,0.5436,9,2.44,2.88,0,0,2,0.49999999999999994,-0.8660254037844387,0
20,1,0,0,0,0,3.58,73.29,31.76,0.6646,9,8.84,30.13,0,0,1,-0.8660254037844386,0.5000000000000001,0
1,4,0,0,1,0,2.08,115.93,63.12,0.4374,17,7.19,19.47,0,0,1,0.25881904510252074,0.9659258262890683,0
9,0,0,0,0,1,2.85,94.06,30.33,0.3367,14,5.11,4.16,0,0,0,0.7071067811865476,-0.7071067811865475,0
11,5,0,0,0,1,0.82,7.72,75.99,0.5718,29,4.71,29.69,0,0,0,0.258819045102521,-0.9659258262890682,0
6,1,0,0,0,0,4.56,72.13,39.42,0.6213,6,8.82,15.19,0,0,0,1.0,6.123233995736766e-17,0
7,4,0,0,0,1,4.88,67.76,49.63,0.594,17,1.03,38.73,0,0,0,0.9659258262890683,-0.25881904510252063,0
16,3,0,0,1,0,3.97,50.76,65.9,0.4322,29,1.78,9.94,0,0,0,-0.8660254037844385,-0.5000000000000004,0
6,2,1,1,1,3,0.84,1.46,45.95,0.0789,1,35.35,503.71,1,1,0,1.0,6.123233995736766e-17,1
16,0,1,1,1,4,0.84,1.54,86.92,0.0622,2,43.71,632.0,1,1,1,-0.8660254037844385,-0.5000000000000004,1
15,1,0,1,0,1,1.89,23.09,49.94,0.42,7,2.79,17.77,0,0,1,-0.7071067811865471,-0.7071067811865479,0
2,2,1,1,1,3,0.04,14.44,37.13,0.207,5,12.33,198.87,0,1,1,0.49999999999999994,0.8660254037844387,1
11,1,0,0,0,0,4.58,26.43,72.91,0.5841,20,8.98,8.06,0,0,0,0.258819045102521,-0.9659258262890682,0
0,5,0,0,0,0,0.84,13.56,47.01,0.4346,3,6.76,11.09,0,0,1,0.0,1.0,0
16,1,0,0,0,2,4.9,67.88,39.11,0.6037,14,8.86,34.77,0,0,0,-0.8660254037844385,-0.5000000000000004,0
8,2,1,1,0,1,3.26,14.61,72.04,0.6193,18,1.93,39.03,0,0,0,0.8660254037844387,-0.4999999999999998,0
18,4,0,0,0,0,3.62,111.21,37.69,0.5862,30,7.88,9.74,1,0,0,-1.0,-1.8369701987210297e-16,0
20,4,0,0,0,0,3.42,89.98,61.67,0.6041,2,5.55,10.23,0,0,0,-0.8660254037844386,0.5000000000000001,0
17,5,0,0,0,0,4.92,79.66,50.64,0.5149,19,8.46,9.95,0,0,0,-0.9659258262890683,-0.25881904510252063,0
9,1,0,0,0,0,4.01,81.64,69.52,0.4462,27,9.18,4.19,0,0,0,0.7071067811865476,-0.7071067811865475,0
12,6,1,0,1,1,0.25,14.42,11.67,0.2004,3,31.94,435.94,1,1,2,1.2246467991473532e-16,-1.0,1
7,3,0,0,0,1,4.68,10.49,45.04,0.6717,22,1.73,36.91,0,0,1,0.9659258262890683,-0.25881904510252063,0
9,2,0,0,0,0,2.04,38.36,70.98,0.5184,13,3.64,38.36,0,0,1,0.7071067811865476,-0.7071067811865475,0
22,0,0,0,0,0,2.98,75.41,70.04,0.5755,25,2.37,0.95,0,0,1,-0.5000000000000004,0.8660254037844384,0
19,6,0,0,0,0,1.29,109.31,67.78,0.3572,10,9.84,1.04,0,0,0,-0.9659258262890684,0.2588190451025203,0
20,4,1,0,0,1,1.26,87.27,66.29,0.366,15,4.44,41.35,0,0,0,-0.8660254037844386,0.5000000000000001,0
9,4,0,0,0,0,2.15,11.1,37.31,0.4969,16,8.95,33.06,0,0,1,0.7071067811865476,-0.7071067811865475,0
19,2,0,0,0,1,1.6,80.89,76.35,0.6336,28,4.41,38.26,0,0,2,-0.9659258262890684,0.2588190451025203,0
12,2,1,1,0,3,0.49,3.27,94.43,0.0824,2,49.39,167.16,1,1,1,1.2246467991473532e-16,-1.0,1
5,2,0,1,1,2,0.25,4.25,70.51,0.1764,2,15.36,652.67,1,1,1,0.9659258262890683,0.25881904510252074,1
11,2,0,0,0,0,4.27,56.11,34.22,0.4603,9,3.67,31.68,0,0,0,0.258819045102521,-0.9659258262890682,0
22,1,1,1,1,0,4.93,6.17,48.63,0.4699,24,7.42,42.8,0,0,1,-0.5000000000000004,0.8660254037844384,0
19,6,0,0,0,0,2.4,37.21,63.26,0.5581,3,4.14,38.13,0,0,0,-0.9659258262890684,0.2588190451025203,0
2,4,1,1,1,1,0.06,9.42,120.4,0.1094,4,26.64,540.91,1,1,0,0.49999999999999994,0.8660254037844387,1
16,1,0,0,0,0,3.34,113.39,62.53,0.5663,14,6.4,10.58,0,0,0,-0.8660254037844385,-0.5000000000000004,0
17,5,0,0,0,0,1.38,6.78,69.67,0.4493,16,7.52,42.03,0,0,1,-0.9659258262890683,-0.25881904510252063,0
9,5,1,1,1,3,0.81,13.5,33.84,0.2357,2,28.31,697.6,0,1,1,0.7071067811865476,-0.7071067811865475,1
9,3,0,0,0,2,2.19,86.34,44.59,0.5021,21,8.32,10.85,0,0,1,0.7071067811865476,-0.7071067811865475,0
21,5,0,0,0,0,2.07,91.29,58.7,0.5624,23,3.96,32.38,0,0,0,-0.7071067811865477,0.7071067811865474,0
7,2,0,0,0,0,3.3,45.72,40.58,0.6783,19,9.22,2.89,0,0,1,0.9659258262890683,-0.25881904510252063,0
18,1,0,0,0,0,2.23,80.41,51.06,0.4252,26,2.05,44.31,0,0,0,-1.0,-1.8369701987210297e-16,0
20,5,0,0,0,0,2.41,82.35,51.16,0.6735,5,1.84,29.43,0,0,0,-0.8660254037844386,0.5000000000000001,0
10,4,0,0,0,0,1.04,31.16,39.57,0.4688,29,9.74,42.74,0,0,2,0.49999999999999994,-0.8660254037844387,0
14,1,0,0,0,0,2.37,13.18,53.99,0.3306,27,4.15,22.3,0,0,0,-0.4999999999999997,-0.8660254037844388,0
14,1,1,1,0,1,0.99,0.65,10.14,0.0236,1,18.37,461.23,1,1,1,-0.4999999999999997,-0.8660254037844388,1
21,2,0,0,1,0,1.2,53.95,44.07,0.5518,10,8.08,22.1,1,0,1,-0.7071067811865477,0.7071067811865474,0
22,5,1,0,0,0,2.91,70.74,48.7,0.576,13,7.6,23.96,1,0,0,-0.5000000000000004,0.8660254037844384,0
5,1,0,0,1,1,4.29,89.97,43.96,0.5134,17,5.7,29.35,0,0,0,0.9659258262890683,0.25881904510252074,0
19,2,0,0,1,0,0.97,74.96,43.92,0.4053,16,7.54,17.91,0,0,0,-0.9659258262890684,0.2588190451025203,0
9,3,0,0,0,0,2.22,29.59,44.3,0.5133,24,4.2,39.4,0,0,0,0.7071067811865476,-0.7071067811865475,0
18,0,0,1,0,0,4.77,74.0,31.65,0.5964,28,7.45,12.99,0,0,0,-1.0,-1.8369701987210297e-16,0
4,2,1,1,1,4,0.94,14.22,23.4,0.1083,4,14.22,447.19,1,1,1,0.8660254037844386,0.5000000000000001,1
15,3,0,0,0,0,3.62,39.52,62.89,0.5228,20,4.41,22.39,1,0,0,-0.7071067811865471,-0.7071067811865479,0
6,5,0,0,0,1,4.84,114.34,36.21,0.3592,27,6.42,36.57,0,0,1,1.0,6.123233995736766e-17,0
16,6,0,0,0,0,2.18,97.96,69.3,0.5199,23,4.75,21.34,0,0,0,-0.8660254037844385,-0.5000000000000004,0
17,5,0,0,0,0,3.13,54.34,70.12,0.6865,4,2.98,9.11,0,0,0,-0.9659258262890683,-0.25881904510252063,0
6,6,1,1,1,3,0.43,11.99,116.72,0.1208,1,26.73,132.87,1,0,1,1.0,6.123233995736766e-17,1
16,3,0,0,0,0,4.4,99.12,61.24,0.4327,7,1.24,41.95,0,0,0,-0.8660254037844385,-0.5000000000000004,0
17,6,0,1,0,1,1.46,79.07,43.01,0.6393,18,7.19,36.58,0,0,0,-0.9659258262890683,-0.25881904510252063,0
17,4,0,0,0,0,1.74,97.53,67.94,0.698,19,6.56,17.57,0,0,1,-0.9659258262890683,-0.25881904510252063,0
1,6,0,1,0,0,4.05,20.02,32.88,0.322,18,2.02,10.93,0,0,0,0.25881904510252074,0.9659258262890683,0
16,6,1,0,0,0,3.06,31.88,38.28,0.3088,19,5.81,18.69,0,0,0,-0.8660254037844385,-0.5000000000000004,0
1,2,1,1,0,1,0.42,8.54,145.63,0.2065,1,43.38,133.48,1,0,1,0.25881904510252074,0.9659258262890683,1
7,3,0,0,0,2,3.34,92.48,65.1,0.5892,12,3.36,27.61,0,0,0,0.9659258262890683,-0.25881904510252063,0
12,4,0,0,0,0,4.75,7.44,68.65,0.4809,21,8.12,11.61,0,0,0,1.2246467991473532e-16,-1.0,0
20,5,0,0,0,0,2.52,53.01,71.14,0.6984,14,7.39,34.23,0,0,0,-0.8660254037844386,0.5000000000000001,0
19,3,0,0,0,0,1.85,118.19,54.34,0.6981,18,2.39,38.89,0,0,0,-0.9659258262890684,0.2588190451025203,0
13,3,0,0,0,0,3.94,54.02,52.59,0.4208,2,1.61,13.35,0,0,1,-0.2588190451025208,-0.9659258262890683,0
15,1,0,1,0,0,1.12,102.49,63.67,0.5292,24,7.69,8.28,0,0,1,-0.7071067811865471,-0.7071067811865479,0
18,6,1,1,0,4,0.15,7.24,111.08,0.0582,1,32.64,239.24,1,1,0,-1.0,-1.8369701987210297e-16,1
19,1,0,0,0,1,1.4,87.13,53.09,0.3498,7,8.42,31.61,0,0,0,-0.9659258262890684,0.2588190451025203,0
13,3,0,0,0,0,4.29,87.59,40.34,0.3447,8,9.45,6.65,0,0,0,-0.2588190451025208,-0.9659258262890683,0
14,5,0,0,0,0,4.29,45.34,77.24,0.6362,17,2.41,0.59,0,0,1,-0.4999999999999997,-0.8660254037844388,0
11,5,0,0,0,0,4.44,34.5,55.39,0.3937,20,5.88,28.71,0,0,0,0.258819045102521,-0.9659258262890682,0
20,2,1,1,1,1,0.86,1.9,57.66,0.0182,1,21.44,135.0,1,1,1,-0.8660254037844386,0.5000000000000001,1
21,3,0,0,0,0,1.07,91.65,46.99,0.4745,14,1.18,25.5,0,0,2,-0.7071067811865477,0.7071067811865474,0
15,1,0,0,0,0,3.17,21.86,58.46,0.6028,27,3.15,18.81,0,0,1,-0.7071067811865471,-0.7071067811865479,0
15,5,0,0,0,0,4.36,13.11,78.93,0.4356,3,2.82,28.78,0,0,1,-0.7071067811865471,-0.7071067811865479,0
6,0,0,1,0,1,2.78,119.33,34.29,0.6083,11,1.45,47.61,1,0,1,1.0,6.123233995736766e-17,0
11,6,1,1,1,2,0.69,4.35,103.45,0.103,4,39.0,254.4,1,1,2,0.258819045102521,-0.9659258262890682,1
3,3,1,1,0,2,0.96,6.73,17.74,0.0998,1,35.89,597.68,1,1,0,0.7071067811865476,0.7071067811865476,1
18,5,0,0,0,1,4.06,57.43,56.09,0.5154,19,8.19,1.27,0,0,0,-1.0,-1.8369701987210297e-16,0
9,1,0,1,0,0,2.21,64.42,71.82,0.5238,13,3.1,38.1,0,0,0,0.7071067811865476,-0.7071067811865475,0
9,6,0,0,0,0,2.39,48.79,60.23,0.6673,13,5.73,30.02,0,0,0,0.7071067811865476,-0.7071067811865475,0
17,5,0,0,0,0,4.39,44.1,47.83,0.4853,10,3.18,13.55,1,0,1,-0.9659258262890683,-0.25881904510252063,0
8,5,0,0,0,0,3.75,12.36,52.8,0.3824,12,3.12,25.43,0,0,0,0.8660254037844387,-0.4999999999999998,0
20,3,0,0,0,0,3.44,85.79,61.57,0.3091,12,6.81,38.54,0,0,0,-0.8660254037844386,0.5000000000000001,0
2,3,0,0,0,0,4.55,73.13,76.96,0.5471,17,8.32,47.33,0,0,0,0.49999999999999994,0.8660254037844387,0
8,3,0,0,0,0,2.89,83.53,54.87,0.3159,27,3.4,26.4,0,0,0,0.8660254037844387,-0.4999999999999998,0
12,4,0,0,1,0,3.06,94.26,39.48,0.3503,15,9.24,44.69,0,0,0,1.2246467991473532e-16,-1.0,0
7,6,0,1,1,0,2.04,18.54,61.32,0.3518,30,6.14,36.8,0,0,1,0.9659258262890683,-0.25881904510252063,0
9,4,0,0,0,0,0.89,24.76,75.15,0.594,4,7.22,18.78,0,0,0,0.7071067811865476,-0.7071067811865475,0
13,3,0,1,0,0,2.73,100.23,34.51,0.4345,22,1.24,11.51,0,0,0,-0.2588190451025208,-0.9659258262890683,0
16,2,0,0,0,0,1.36,17.09,53.22,0.5802,3,4.55,34.26,0,0,2,-0.8660254037844385,-0.5000000000000004,0
1,6,1,1,1,3,0.57,12.59,124.99,0.111,4,22.46,164.09,1,0,2,0.25881904510252074,0.9659258262890683,1
6,1,0,0,0,0,0.52,14.28,57.01,0.5961,2,3.67,6.23,0,0,1,1.0,6.123233995736766e-17,0
10,2,0,1,0,0,3.52,104.05,58.07,0.528,2,6.25,46.06,0,0,1,0.49999999999999994,-0.8660254037844387,0
17,1,1,0,0,0,1.44,74.33,77.75,0.47,22,2.43,5.15,0,0,0,-0.9659258262890683,-0.25881904510252063,0
15,0,0,0,0,0,4.2,26.67,42.64,0.624,26,6.13,32.09,0,0,1,-0.7071067811865471,-0.7071067811865479,0
9,1,0,0,0,0,2.5,110.44,51.34,0.3649,5,3.46,12.33,0,0,1,0.7071067811865476,-0.7071067811865475,0
10,3,0,0,0,0,4.25,44.34,36.16,0.4061,3,3.9,19.5,0,0,0,0.49999999999999994,-0.8660254037844387,0
2,0,1,1,1,0,0.23,13.56,18.64,0.0788,3,46.09,602.12,1,1,0,0.49999999999999994,0.8660254037844387,1
9,6,0,0,0,0,4.85,99.02,44.17,0.4089,20,2.36,7.31,0,0,2,0.7071067811865476,-0.7071067811865475,0
0,5,0,0,0,0,4.25,105.86,63.25,0.505,9,1.26,31.48,0,0,1,0.0,1.0,0
18,4,0,0,0,0,1.48,31.77,55.34,0.5609,18,7.72,4.97,0,0,1,-1.0,-1.8369701987210297e-16,0
18,4,0,0,0,0,4.73,5.14,60.86,0.4646,3,2.08,5.74,0,0,0,-1.0,-1.8369701987210297e-16,0
16,3,0,0,1,0,4.24,50.68,66.45,0.6351,12,3.66,46.62,0,0,1,-0.8660254037844385,-0.5000000000000004,0
11,0,0,0,0,0,4.67,65.51,48.22,0.6477,2,5.92,35.38,0,0,1,0.258819045102521,-0.9659258262890682,0
17,2,0,0,0,0,0.73,103.99,36.95,0.4116,27,4.68,5.85,0,0,1,-0.9659258262890683,-0.25881904510252063,0
11,0,0,0,0,0,1.73,80.89,63.2,0.644,9,3.49,3.22,1,0,2,0.258819045102521,-0.9659258262890682,0
12,2,0,0,0,0,1.43,14.86,50.56,0.3162,7,5.44,44.2,0,0,0,1.2246467991473532e-16,-1.0,0
20,6,0,0,0,0,1.03,87.39,71.51,0.4924,8,5.7,23.86,0,0,2,-0.8660254037844386,0.5000000000000001,0
16,1,0,0,0,0,2.99,30.3,62.84,0.3725,23,6.36,10.51,0,0,0,-0.8660254037844385,-0.5000000000000004,0
12,4,0,0,0,0,4.75,110.47,67.97,0.5558,13,1.08,16.66,0,0,2,1.2246467991473532e-16,-1.0,0
11,6,0,0,0,0,2.03,23.59,73.41,0.5317,22,8.2,18.76,1,0,0,0.258819045102521,-0.9659258262890682,0
10,5,1,1,1,0,0.64,4.87,91.17,0.2853,5,18.3,329.3,1,0,2,0.49999999999999994,-0.8660254037844387,1
9,4,0,0,0,0,4.9,9.63,33.89,0.4582,24,8.16,1.63,0,0,2,0.7071067811865476,-0.7071067811865475,0
14,5,0,0,1,0,0.98,65.04,67.03,0.3362,18,6.2,30.06,0,0,1,-0.4999999999999997,-0.8660254037844388,0
10,6,0,0,0,0,4.46,111.96,62.85,0.5869,25,6.39,17.1,0,0,0,0.49999999999999994,-0.8660254037844387,0
8,1,0,0,0,0,2.06,54.17,38.21,0.3137,3,8.65,20.68,0,0,1,0.8660254037844387,-0.4999999999999998,0
3,3,1,0,0,0,0.23,0.94,40.39,0.0696,5,25.03,217.14,0,1,1,0.7071067811865476,0.7071067811865476,1
20,5,0,0,0,0,1.47,79.43,71.7,0.6627,5,1.59,47.34,0,0,0,-0.8660254037844386,0.5000000000000001,0
16,2,0,0,0,0,4.35,53.06,50.0,0.5975,25,4.57,4.32,0,0,1,-0.8660254037844385,-0.5000000000000004,0
9,5,0,0,0,0,4.88,75.99,54.02,0.4973,26,6.3,37.36,0,0,1,0.7071067811865476,-0.7071067811865475,0
11,1,0,0,0,0,4.74,64.67,51.46,0.6414,3,6.33,27.48,0,0,0,0.258819045102521,-0.9659258262890682,0
12,6,0,0,0,0,3.5,106.96,67.11,0.3215,27,1.24,16.96,0,0,0,1.2246467991473532e-16,-1.0,0
21,6,0,0,0,0,2.55,114.16,53.43,0.5487,16,4.31,1.62,0,0,2,-0.7071067811865477,0.7071067811865474,0
8,4,0,0,1,0,3.97,116.94,72.99,0.4032,11,9.07,18.92,0,0,0,0.8660254037844387,-0.4999999999999998,0
9,2,0,0,0,2,4.1,43.38,64.14,0.4614,9,8.38,20.78,0,0,1,0.7071067811865476,-0.7071067811865475,0
9,4,0,0,0,0,4.22,116.4,30.67,0.3627,16,7.74,32.19,1,0,0,0.7071067811865476,-0.7071067811865475,0
20,4,0,0,0,2,4.54,19.86,33.65,0.6398,14,7.6,38.43,0,0,0,-0.8660254037844386,0.5000000000000001,0
22,5,1,0,0,0,2.66,92.23,70.47,0.5516,20,5.42,45.53,0,0,2,-0.5000000000000004,0.8660254037844384,0
14,3,0,0,0,0,1.85,86.04,39.19,0.6086,5,1.83,33.18,0,0,1,-0.4999999999999997,-0.8660254037844388,0
9,5,0,0,0,0,3.86,34.21,57.15,0.5256,6,5.2,18.09,0,0,0,0.7071067811865476,-0.7071067811865475,0
3,4,1,1,0,5,0.02,8.41,94.55,0.1953,5,20.52,609.64,1,0,1,0.7071067811865476,0.7071067811865476,1
22,4,0,1,0,0,2.84,15.32,51.65,0.4207,29,9.64,6.35,0,0,0,-0.5000000000000004,0.8660254037844384,0
8,1,0,0,1,0,3.55,81.43,39.77,0.484,12,7.38,10.89,0,0,0,0.8660254037844387,-0.4999999999999998,0
16,1,0,0,0,0,1.6,53.02,76.52,0.5292,27,7.0,44.93,0,0,0,-0.8660254037844385,-0.5000000000000004,0
20,0,0,0,0,1,2.93,75.36,74.68,0.5794,28,2.96,7.36,0,0,1,-0.8660254037844386,0.5000000000000001,0
20,3,0,0,0,0,4.65,32.49,76.24,0.618,26,1.06,21.83,0,0,0,-0.8660254037844386,0.5000000000000001,0
7,4,0,0,0,1,1.93,95.26,30.98,0.3952,26,3.25,45.05,0,0,0,0.9659258262890683,-0.25881904510252063,0
19,0,1,0,0,0,1.79,88.67,72.99,0.6144,13,3.85,32.26,0,0,1,-0.9659258262890684,0.2588190451025203,0
5,0,0,0,0,0,3.33,12.76,31.68,0.6336,16,4.9,22.89,0,0,0,0.9659258262890683,0.25881904510252074,0
5,4,1,0,1,2,0.33,8.86,62.73,0.1314,4,42.84,346.67,0,0,0,0.9659258262890683,0.25881904510252074,1
19,5,0,0,1,1,2.25,39.62,47.52,0.6395,6,1.31,3.72,0,0,0,-0.9659258262890684,0.2588190451025203,0
20,2,0,0,0,0,4.04,108.58,30.37,0.6662,29,6.05,36.37,0,0,1,-0.8660254037844386,0.5000000000000001,0
20,4,1,1,0,4,0.34,12.9,89.47,0.0472,3,29.43,488.28,1,1,0,-0.8660254037844386,0.5000000000000001,1
2,5,1,1,1,1,0.15,9.88,100.8,0.2958,5,38.92,435.89,1,1,1,0.49999999999999994,0.8660254037844387,1
11,2,1,0,0,0,1.53,10.79,41.86,0.492,9,1.01,34.15,0,0,1,0.258819045102521,-0.9659258262890682,0
3,2,1,0,1,3,0.05,5.0,89.86,0.1781,2,38.96,388.39,1,1,2,0.7071067811865476,0.7071067811865476,1
15,3,0,0,0,0,4.54,113.98,34.73,0.3799,7,1.87,45.29,0,0,1,-0.7071067811865471,-0.7071067811865479,0
1,2,1,1,1,1,0.02,8.67,108.09,0.2778,3,36.64,668.57,1,0,2,0.25881904510252074,0.9659258262890683,1
23,3,1,1,0,3,0.27,9.81,110.06,0.0811,2,10.07,584.46,1,0,2,-0.25881904510252157,0.9659258262890681,1
9,4,0,0,1,0,4.39,31.43,63.43,0.3281,3,4.97,43.75,0,0,1,0.7071067811865476,-0.7071067811865475,0
11,5,0,0,0,0,3.64,34.54,58.02,0.6799,5,5.46,47.84,1,0,1,0.258819045102521,-0.9659258262890682,0
2,0,0,0,0,1,3.58,74.84,61.37,0.3181,29,4.39,35.15,0,0,1,0.49999999999999994,0.8660254037844387,0
